# p = 1 atm, T = 500 K, U₀ = 75 m/s, non-reacting, no cone
# SI units (mm, m/s)
# Axial scan
# X  Y  Z  uc  vc  wc  uz  ur1  ur2  uz'  ur1'  ur2'
35.00   0.00    -49.00  0   247 0   ?   -11.78  ?   ?   10.32   ?
35.00   0.00    -47.00  0   279 0   ?   -14.25  ?   ?   12.62   ?
35.00   0.00    -45.00  0   328 0   ?   -16.30  ?   ?   12.19   ?
35.00   0.00    -43.00  0   373 0   ?   -17.00  ?   ?   14.02   ?
35.00   0.00    -41.00  0   326 0   ?   -17.73  ?   ?   13.93   ?
35.00   0.00    -39.00  0   291 0   ?   -16.95  ?   ?   13.81   ?
35.00   0.00    -37.00  0   355 0   ?   -17.83  ?   ?   13.98   ?
35.00   0.00    -35.00  0   314 0   ?   -17.19  ?   ?   13.86   ?
35.00   0.00    -33.00  2804    414 0   34.51   -17.23  ?   23.24   13.83   ?
35.00   0.00    -31.00  4373    577 0   35.51   -18.01  ?   23.23   14.96   ?
35.00   0.00    -30.00  4273    559 0   34.94   -18.12  ?   23.67   14.88   ?
35.00   0.00    -29.00  3019    296 0   34.77   -17.18  ?   23.91   15.46   ?
35.00   0.00    -28.00  3048    280 0   32.17   -16.85  ?   24.51   15.01   ?
35.00   0.00    -27.00  3383    392 0   32.42   -17.44  ?   24.97   14.35   ?
35.00   0.00    -26.00  2144    333 0   31.09   -16.88  ?   24.60   15.00   ?
35.00   0.00    -25.00  3303    469 0   30.30   -15.80  ?   25.97   13.79   ?
35.00   0.00    -24.00  3795    482 106 26.82   -13.95  14.99   25.70   13.31   13.27
35.00   0.00    -23.00  2615    529 225 25.38   -6.51   14.75   26.28   12.55   10.94
35.00   0.00    -22.00  1899    278 242 23.15   -14.25  12.44   26.11   13.75   9.66
35.00   0.00    -21.00  1782    301 186 20.01   -12.07  13.26   27.05   11.51   10.28
35.00   0.00    -20.00  1944    375 303 16.37   -13.57  11.46   26.45   13.04   7.96
35.00   0.00    -19.00  2093    389 308 14.29   -11.14  9.66    26.45   9.81    7.55
35.00   0.00    -18.00  1321    189 192 12.48   -11.03  10.05   26.86   8.88    7.41
35.00   0.00    -17.00  1348    226 158 5.83    -10.56  8.66    25.98   8.82    7.47
35.00   0.00    -16.00  1050    189 276 5.14    -10.98  8.49    25.33   10.47   7.58
35.00   0.00    -15.00  893 174 299 1.26    -11.86  9.86    24.46   9.85    8.04
35.00   0.00    -14.00  1168    377 310 -2.79   -9.94   9.00    23.68   7.80    6.81
35.00   0.00    -13.00  980 491 350 -5.03   -9.91   8.67    22.77   7.11    7.01
35.00   0.00    -12.00  974 454 294 -8.40   -9.72   9.12    20.69   7.14    7.19
35.00   0.00    -11.00  628 298 226 -10.72  -8.77   9.04    18.60   7.60    7.19
35.00   0.00    -10.00  601 343 281 -13.00  -8.43   9.65    17.67   6.01    7.47
35.00   0.00    -9.00   779 408 210 -13.77  -8.10   9.21    16.78   6.61    8.05
35.00   0.00    -8.00   862 537 384 -12.86  -7.38   9.39    16.33   6.29    7.19
35.00   0.00    -7.00   1354    899 454 -12.44  -7.52   9.98    17.05   6.40    6.58
35.00   0.00    -6.00   2631    1417    952 -12.61  -7.32   10.37   16.52   6.65    7.05
35.00   0.00    -5.00   1685    1298    889 -11.21  -6.42   10.32   16.29   6.68    6.56
35.00   0.00    -4.00   1022    672 632 -6.70   -6.59   10.71   17.56   6.64    6.61
35.00   0.00    -3.00   1258    975 483 -8.54   -5.87   11.09   17.17   6.97    6.65
35.00   0.00    -2.00   1274    797 370 -6.60   -5.37   10.81   16.22   6.69    6.96
35.00   0.00    -1.00   1436    1031    273 -4.53   -4.84   10.64   16.63   7.36    6.57
35.00   0.00    0.00    1236    706 287 -4.71   -4.51   11.80   16.69   7.36    6.76
35.00   0.00    1.00    1782    604 437 -2.06   4.08    -10.88  17.07   7.69    6.06
35.00   0.00    2.00    928 626 405 0.97    4.69    -10.47  17.43   7.11    6.27
35.00   0.00    3.00    2748    1512    740 1.24    4.24    -11.04  17.52   7.89    7.02
35.00   0.00    4.00    1799    831 578 2.08    4.18    -11.09  17.01   8.00    6.46
35.00   0.00    5.00    1918    745 286 4.46    4.14    -10.47  17.13   8.52    6.14
35.00   0.00    6.00    2584    894 349 6.51    3.88    -10.39  18.30   8.16    5.93
35.00   0.00    7.00    3111    1194    452 7.70    3.85    -9.90   18.42   8.35    6.51
35.00   0.00    8.00    2328    543 403 9.69    4.75    -9.50   19.64   8.50    6.66
35.00   0.00    9.00    2494    541 400 11.15   4.26    -8.90   19.72   9.57    6.39
35.00   0.00    10.00   2530    854 318 13.01   3.84    -8.64   19.81   8.95    7.40
35.00   0.00    11.00   2859    1458    625 15.34   3.86    -7.35   19.99   8.54    7.14
35.00   0.00    12.00   2340    1168    442 17.32   4.11    -6.55   20.92   8.71    7.45
35.00   0.00    13.00   2662    1119    264 18.44   4.11    -5.21   21.31   9.38    7.49
35.00   0.00    14.00   2989    1285    212 18.17   4.37    -5.41   21.60   9.09    7.40
35.00   0.00    15.00   2836    1228    191 19.78   3.91    -4.51   21.61   8.80    7.96
35.00   0.00    16.00   2814    990 200 21.56   3.34    -3.73   22.52   9.61    9.09
35.00   0.00    17.00   2253    1089    152 21.93   3.59    -3.30   22.42   9.63    9.37
35.00   0.00    18.00   3679    1096    225 21.52   4.12    -2.40   22.35   9.90    8.85
35.00   0.00    19.00   2921    1212    170 21.61   3.32    -2.80   22.88   9.44    9.64
35.00   0.00    20.00   1864    1018    152 20.75   3.02    -1.46   21.84   10.64   10.88
35.00   0.00    21.00   2438    1024    136 22.79   2.77    -1.61   22.56   10.69   11.24
35.00   0.00    22.00   3712    1151    137 22.46   2.51    -1.99   23.72   11.49   9.75
35.00   0.00    23.00   3733    1105    162 24.12   2.88    0.86    23.97   11.08   12.87
35.00   0.00    24.00   3824    1035    141 24.38   2.31    0.59    24.76   11.40   12.79
35.00   0.00    25.00   3286    918 64  24.69   0.72    3.60    24.53   12.26   13.54
35.00   0.00    26.00   3055    708 11  26.54   -0.36   4.19    24.95   13.28   17.47
35.00   0.00    27.00   4083    917 0   28.41   0.17    ?   24.98   14.33   ?
35.00   0.00    28.00   3604    779 0   29.70   -2.10   ?   25.39   14.71   ?
35.00   0.00    29.00   3107    692 0   30.12   -2.57   ?   24.95   15.52   ?
35.00   0.00    30.00   3473    771 0   30.71   -3.43   ?   25.15   15.59   ?
35.00   0.00    31.00   4267    733 0   32.35   -3.95   ?   24.75   17.24   ?
35.00   0.00    33.00   3527    703 0   33.86   -5.35   ?   24.64   16.10   ?
35.00   0.00    35.00   1665    567 0   34.48   -5.84   ?   24.00   15.45   ?
35.00   0.00    37.00   0   267 0   ?   -7.38   ?   ?   15.71   ?
35.00   0.00    39.00   0   249 0   ?   -7.11   ?   ?   15.51   ?
35.00   0.00    41.00   0   270 0   ?   -6.82   ?   ?   16.44   ?
35.00   0.00    43.00   0   299 0   ?   -7.03   ?   ?   15.35   ?
35.00   0.00    45.00   0   242 0   ?   -7.51   ?   ?   14.64   ?
35.00   0.00    47.00   0   163 0   ?   -7.45   ?   ?   16.62   ?
35.00   0.00    49.00   0   162 0   ?   -5.69   ?   ?   14.98   ?
35.00   0.00    51.00   0   246 0   ?   -8.42   ?   ?   14.80   ?


# 75 mm Y traverse
# X  Y  Z  uc  vc  wc  uz  uθ  ur  uz'  uθ'  ur'
75.00   45.00   0.00    856 0   96  30.54   -13.91  ?   21.48   9.94    ?
75.00   43.00   0.00    1243    0   124 24.77   -13.84  ?   21.56   11.96   ?
75.00   41.00   0.00    951 0   46  22.10   -11.36  ?   21.82   8.62    ?
75.00   39.00   0.00    2840    0   61  20.72   -13.20  ?   22.40   9.44    ?
75.00   37.00   0.00    2998    0   55  17.35   -12.75  ?   22.30   8.66    ?
75.00   35.00   0.00    3003    0   107 13.82   -11.95  ?   22.11   7.80    ?
75.00   33.00   0.00    3318    0   83  11.42   -12.37  ?   20.98   7.53    ?
75.00   31.00   0.00    2513    0   99  8.04    -14.97  ?   19.23   10.12   ?
75.00   30.00   0.00    1790    0   70  7.17    -12.64  ?   18.36   6.76    ?
75.00   29.00   0.00    451 0   40  4.41    -12.65  ?   19.59   7.26    ?
75.00   28.00   0.00    2575    0   116 3.05    -13.26  ?   18.23   7.32    ?
75.00   27.00   0.00    525 0   73  1.87    -14.00  ?   18.06   8.06    ?
75.00   26.00   0.00    1912    0   117 -0.95   -13.44  ?   17.94   7.06    ?
75.00   25.00   0.00    1566    5   89  -2.52   -13.80  ?   16.66   5.80    ?
75.00   24.00   0.00    1725    80  100 -3.03   -13.65  -6.76   16.56   6.69    8.08
75.00   23.00   0.00    3357    206 303 -3.83   -12.50  -7.66   15.43   6.49    8.39
75.00   22.00   0.00    1357    122 215 -5.85   -12.51  -5.60   14.67   7.18    8.96
75.00   21.00   0.00    628 135 86  -5.35   -12.03  -4.69   15.51   5.37    8.11
75.00   20.00   0.00    1508    177 266 -6.19   -13.25  -6.88   13.45   6.95    7.79
75.00   19.00   0.00    1164    195 230 -8.71   -12.80  -7.41   13.26   6.73    8.29
75.00   18.00   0.00    1622    131 263 -10.62  -12.41  -6.35   13.43   6.68    7.49
75.00   17.00   0.00    1921    105 341 -12.72  -12.74  -7.93   12.46   7.31    7.90
75.00   16.00   0.00    1183    81  347 -12.03  -12.50  -6.25   12.35   6.42    8.41
75.00   15.00   0.00    796 83  165 -12.65  -11.91  -7.46   11.80   8.00    6.62
75.00   14.00   0.00    704 151 181 -14.81  -12.42  -7.09   12.14   10.04   9.02
75.00   13.00   0.00    976 193 288 -14.19  -11.22  -7.24   11.98   6.43    7.63
75.00   12.00   0.00    571 332 196 -10.59  -13.32  -7.52   18.33   11.88   7.65
75.00   11.00   0.00    352 249 157 -4.82   -14.03  -6.79   22.63   13.22   8.03
75.00   10.00   0.00    1035    305 324 -18.00  -10.72  -6.78   11.36   6.68    7.96
75.00   9.00    0.00    612 240 260 -18.52  -10.94  -6.25   11.24   6.49    8.78
75.00   8.00    0.00    748 279 189 -18.06  -12.43  -7.40   11.98   10.78   7.85
75.00   7.00    0.00    763 280 237 -18.21  -9.82   -6.84   11.33   6.42    7.87
75.00   6.00    0.00    544 217 186 -18.41  -8.42   -7.04   11.20   7.42    7.20
75.00   5.00    0.00    489 375 196 -17.59  -8.23   -7.17   12.87   7.84    7.52
75.00   4.00    0.00    252 546 146 -0.11   -14.21  -6.50   25.35   14.17   7.97
75.00   3.00    0.00    426 284 123 -18.82  -10.22  -7.33   12.05   10.29   8.33
75.00   2.00    0.00    724 375 158 -18.55  -6.88   -6.41   10.87   7.86    7.81
75.00   1.00    0.00    649 188 137 -18.02  -7.30   -11.46  12.05   7.59    10.16
75.00   0.00    0.00    445 215 125 -17.77  5.38    6.88    11.31   7.48    7.48
75.00   -1.00   0.00    725 353 151 -17.36  6.11    7.09    11.10   9.97    7.79
75.00   -2.00   0.00    714 400 156 -17.19  8.53    6.86    11.52   11.11   7.51
75.00   -3.00   0.00    617 408 133 -17.83  6.08    7.16    11.28   14.65   8.31
75.00   -4.00   0.00    813 588 161 -17.16  8.49    6.83    10.80   14.41   7.82
75.00   -5.00   0.00    1093    620 182 -17.11  0.85    7.38    11.45   9.23    7.35
75.00   -6.00   0.00    991 453 192 -18.53  0.55    7.49    10.75   12.01   7.89
75.00   -7.00   0.00    1104    350 213 -18.03  0.33    6.56    11.13   10.06   8.13
75.00   -8.00   0.00    1314    552 203 -15.89  -0.85   7.64    11.03   11.85   7.74
75.00   -9.00   0.00    1170    537 119 -15.77  -2.59   7.03    11.04   10.87   8.45
75.00   -10.00  0.00    1508    799 43  -15.30  4.52    6.76    11.17   13.38   7.90
75.00   -11.00  0.00    2220    1143    119 -14.77  -3.87   6.25    11.18   12.33   7.78
75.00   -12.00  0.00    1257    556 61  -14.14  10.02   6.00    10.45   12.92   8.69
75.00   -13.00  0.00    1012    496 4   -12.88  ?   6.22    11.36   ?   8.21
75.00   -14.00  0.00    1179    452 20  -12.33  5.27    6.73    11.57   19.12   8.23
75.00   -15.00  0.00    998 318 43  -12.36  3.15    6.46    10.39   17.67   8.05
75.00   -16.00  0.00    855 211 49  -11.38  -9.85   6.84    10.98   13.25   7.73
75.00   -17.00  0.00    1212    328 74  -10.88  -9.37   6.99    10.28   12.06   7.83
75.00   -18.00  0.00    800 216 41  -10.57  -11.87  5.59    10.50   13.30   8.51
75.00   -19.00  0.00    1283    400 91  -10.07  -8.33   6.13    10.76   10.88   8.87
75.00   -20.00  0.00    1547    429 115 -8.60   -8.06   6.93    10.09   11.22   7.35
75.00   -21.00  0.00    1276    370 113 -8.82   -10.13  6.41    10.53   12.69   7.99
75.00   -22.00  0.00    1232    317 114 -7.08   -9.01   6.22    10.02   14.87   9.12
75.00   -23.00  0.00    1346    130 87  -4.74   -9.48   5.58    9.80    13.79   8.43
75.00   -24.00  0.00    1447    177 72  -4.59   -6.99   5.92    10.30   11.44   8.48
75.00   -25.00  0.00    2610    34  100 -4.78   -7.50   5.04    10.52   13.38   6.66
75.00   -26.00  0.00    3044    0   111 -4.60   -8.76   ?   10.75   13.65   ?
75.00   -27.00  0.00    2308    0   68  -3.03   -9.59   ?   10.80   14.76   ?
75.00   -28.00  0.00    2241    0   85  -2.84   -6.22   ?   11.37   14.73   ?
75.00   -29.00  0.00    2474    0   97  -1.73   -7.64   ?   11.50   13.58   ?
75.00   -30.00  0.00    2455    0   102 -0.23   -4.93   ?   11.30   15.28   ?
75.00   -31.00  0.00    3080    0   129 1.38    -6.30   ?   11.40   14.12   ?
75.00   -33.00  0.00    2436    0   70  3.08    -3.21   ?   11.72   13.39   ?
75.00   -35.00  0.00    4077    0   4   5.62    ?   ?   12.78   ?   ?
75.00   -37.00  0.00    4884    0   116 7.96    -2.67   ?   13.02   15.49   ?
75.00   -39.00  0.00    1054    0   505 11.29   -1.34   ?   12.83   13.81   ?
75.00   -41.00  0.00    1535    0   609 13.57   -1.19   ?   14.66   12.93   ?
75.00   -43.00  0.00    4681    0   319 19.61   -0.95   ?   16.16   12.92   ?
75.00   -45.00  0.00    3698    0   68  24.79   0.85    ?   16.99   13.16   ?
75.00   -47.00  0.00    3844    0   249 32.08   -1.25   ?   17.47   12.73   ?
75.00   -49.00  0.00    3006    0   435 37.69   -2.66   ?   16.95   12.93   ?
75.00   -51.00  0.00    1387    0   819 35.88   -3.06   ?   22.86   11.95   ?


# 75 mm Z traverse
# X  Y  Z  uc  vc  wc  uz  uθ  ur  uz'  uθ'  ur'
75.00   0.00    -51.00  0   307 0   ?   -8.13   ?   ?   8.92    ?
75.00   0.00    -49.00  0   313 0   ?   -12.86  ?   ?   8.93    ?
75.00   0.00    -47.00  0   291 0   ?   -12.92  ?   ?   8.22    ?
75.00   0.00    -45.00  0   231 0   ?   -13.77  ?   ?   8.89    ?
75.00   0.00    -43.00  0   126 0   ?   -13.32  ?   ?   8.53    ?
75.00   0.00    -41.00  0   85  0   ?   -14.19  ?   ?   9.35    ?
75.00   0.00    -39.00  0   132 0   ?   -14.27  ?   ?   8.61    ?
75.00   0.00    -37.00  0   65  0   ?   -12.27  ?   ?   8.68    ?
75.00   0.00    -35.00  0   56  0   ?   -13.93  ?   ?   7.74    ?
75.00   0.00    -33.00  992 61  0   5.07    -13.20  ?   13.22   7.59    ?
75.00   0.00    -31.00  1582    140 0   4.13    -13.71  ?   13.47   7.94    ?
75.00   0.00    -30.00  1443    187 0   2.57    -13.40  ?   13.30   7.77    ?
75.00   0.00    -29.00  2182    158 0   0.61    -13.88  ?   13.66   7.60    ?
75.00   0.00    -28.00  1215    98  0   -1.31   -12.89  ?   13.47   7.24    ?
75.00   0.00    -27.00  817 74  0   -2.12   -12.92  ?   14.37   8.74    ?
75.00   0.00    -26.00  1057    99  0   -3.31   -14.59  ?   12.94   8.11    ?
75.00   0.00    -25.00  922 84  0   -3.38   -12.89  ?   12.83   8.02    ?
75.00   0.00    -24.00  539 62  6   -4.04   -13.38  ?   13.14   7.64    ?
75.00   0.00    -23.00  454 391 101 -3.84   -1.47   4.59    13.19   4.90    8.53
75.00   0.00    -22.00  672 75  80  -6.70   -13.90  2.78    12.99   6.69    9.28
75.00   0.00    -21.00  444 72  34  -7.34   -12.53  5.22    14.58   6.02    7.26
75.00   0.00    -20.00  461 120 75  -7.04   -14.22  4.11    13.59   10.95   8.55
75.00   0.00    -19.00  382 19  60  -8.04   -10.56  1.76    12.90   4.03    9.71
75.00   0.00    -18.00  333 50  93  -10.20  -12.16  3.70    11.81   5.10    8.43
75.00   0.00    -17.00  298 137 92  -9.20   -12.04  3.73    13.41   8.19    8.99
75.00   0.00    -16.00  316 128 92  -10.45  -13.48  3.50    11.42   8.90    9.41
75.00   0.00    -15.00  248 107 79  -9.88   -12.41  3.70    13.76   6.89    8.17
75.00   0.00    -14.00  309 145 123 -11.93  -12.51  3.86    12.29   6.42    8.18
75.00   0.00    -13.00  253 193 117 -13.13  -12.77  3.09    11.68   7.40    9.42
75.00   0.00    -12.00  269 151 101 -12.67  -11.73  4.88    11.23   6.65    7.77
75.00   0.00    -11.00  231 136 123 -14.01  -11.42  4.14    9.71    6.80    8.71
75.00   0.00    -10.00  224 115 78  -14.73  -11.92  4.51    12.07   6.97    7.68
75.00   0.00    -9.00   150 93  72  -14.41  -10.80  3.64    12.10   6.62    8.17
75.00   0.00    -8.00   458 297 143 -16.49  -11.58  3.90    10.53   6.46    8.20
75.00   0.00    -7.00   315 224 127 -16.67  -10.09  4.13    12.80   7.25    7.83
75.00   0.00    -6.00   307 224 52  -16.72  -10.60  4.15    10.36   6.50    9.05
75.00   0.00    -5.00   219 161 69  -17.59  -9.08   4.40    11.20   7.35    9.30
75.00   0.00    -4.00   302 184 204 -16.62  -8.71   5.22    11.49   7.09    7.92
75.00   0.00    -3.00   308 174 82  -18.73  -9.80   4.21    10.52   7.27    8.16
75.00   0.00    -2.00   295 173 88  -18.34  -8.44   6.08    11.75   8.08    7.55
75.00   0.00    -1.00   281 203 60  -17.98  -7.52   5.02    12.77   7.02    8.41
75.00   0.00    0.00    463 268 100 -17.86  -7.20   6.55    11.87   8.35    7.73
75.00   0.00    1.00    451 348 152 -18.82  5.96    -11.81  11.40   8.01    14.42
75.00   0.00    2.00    442 242 116 -18.27  6.37    -5.37   11.61   8.03    8.39
75.00   0.00    3.00    326 200 149 -17.11  4.72    -5.14   11.30   8.22    8.31
75.00   0.00    4.00    321 214 180 -18.62  4.08    -5.33   10.67   8.26    9.10
75.00   0.00    5.00    201 125 109 -18.52  3.40    -5.21   9.62    8.99    8.78
75.00   0.00    6.00    159 97  92  -18.22  3.64    -2.37   10.72   8.59    9.18
75.00   0.00    7.00    187 111 119 -15.86  0.61    -7.46   12.10   9.49    8.68
75.00   0.00    8.00    186 104 92  -16.68  0.30    -6.91   10.87   8.79    8.07
75.00   0.00    9.00    329 161 231 -16.21  -1.95   -4.98   11.94   10.06   8.96
75.00   0.00    10.00   345 139 249 -16.07  -0.55   -4.63   10.97   9.74    9.00
75.00   0.00    11.00   317 136 272 -15.46  -2.39   -6.45   11.84   9.40    8.13
75.00   0.00    12.00   324 109 203 -13.80  -3.91   -5.83   11.90   9.75    8.11
75.00   0.00    13.00   363 110 129 -14.94  0.58    -5.07   12.05   10.93   8.71
75.00   0.00    14.00   238 82  145 -13.48  -3.56   -6.05   12.28   11.30   8.69
75.00   0.00    15.00   252 81  144 -14.69  -4.95   -5.99   11.42   10.89   8.08
75.00   0.00    16.00   263 78  113 -13.14  0.17    -4.78   12.38   13.49   9.54
75.00   0.00    17.00   432 125 189 -13.79  -7.22   -7.10   11.35   9.04    7.81
75.00   0.00    18.00   798 151 280 -14.09  -4.43   -5.41   10.90   12.68   8.64
75.00   0.00    19.00   517 176 154 -13.25  7.38    -5.53   11.51   15.12   8.40
75.00   0.00    20.00   411 97  134 -12.41  -2.98   -6.14   10.49   13.53   9.09
75.00   0.00    21.00   465 149 158 -10.76  -9.15   -6.48   12.33   10.17   8.78
75.00   0.00    22.00   780 179 265 -9.84   3.70    -6.05   10.98   13.87   9.12
75.00   0.00    23.00   411 109 128 -9.24   -7.40   -4.96   11.20   11.99   9.06
75.00   0.00    24.00   413 112 94  -8.56   -9.31   -8.33   12.27   9.29    8.93
75.00   0.00    25.00   815 129 101 -9.03   -9.07   -8.89   10.97   10.30   7.65
75.00   0.00    26.00   1106    194 85  -7.03   -7.33   -6.45   12.11   10.35   8.28
75.00   0.00    27.00   740 172 0   -5.18   -10.29  ?   10.97   10.74   ?
75.00   0.00    28.00   1327    263 0   -4.08   -9.11   ?   10.83   10.71   ?
75.00   0.00    29.00   844 157 0   -2.81   -8.57   ?   11.46   11.32   ?
75.00   0.00    30.00   780 142 0   -2.73   -8.49   ?   11.37   11.04   ?
75.00   0.00    31.00   561 116 0   -1.37   -10.83  ?   11.87   11.46   ?
75.00   0.00    33.00   440 104 0   1.10    -8.59   ?   10.91   12.46   ?
75.00   0.00    35.00   0   87  0   ?   -7.54   ?   ?   11.60   ?
75.00   0.00    37.00   0   133 0   ?   -4.08   ?   ?   12.01   ?
75.00   0.00    39.00   0   114 0   ?   -7.00   ?   ?   13.51   ?
75.00   0.00    41.00   0   135 0   ?   -4.77   ?   ?   13.40   ?
75.00   0.00    43.00   0   107 0   ?   -5.23   ?   ?   15.12   ?
75.00   0.00    45.00   0   188 0   ?   -2.27   ?   ?   12.29   ?
75.00   0.00    47.00   0   247 0   ?   -1.16   ?   ?   12.55   ?
75.00   0.00    49.00   0   767 0   ?   -2.54   ?   ?   12.74   ?
75.00   0.00    51.00   0   1530    0   ?   -2.90   ?   ?   12.91   ?
